,Jaar_Maand,Beginstand,Jaarpremie_Beginstand,Eindstand,Jaarpremie_Eindstand,NewBusiness,Jaarpremie_NewBusiness,Royementen,Geroyeerde_Jaarpremie,Prolongaties,Jaarpremie_voor_Prolongatie,Jaarpremie_na_Prolongatie,Mutaties,Jaarpremie_voor_Mutatie,Jaarpremie_na_Mutatie,Gemiddelde_Jaarpremie_Beginstand,Gemiddelde_Jaarpremie_Eindstand,Jaarpremie_Prolongatie,Gemiddelde_Jaarpremie_voor_Prolongatie,Gemiddelde_Jaarpremie_na_Prolongatie,Datum,Log_NewBusiness,Log_Royementen,Log_Prolongaties
65,202006,143255,76143646.22,142979,76173782.88,1736,1047033.0,1893,1035653.4,9572,5097807.42,5175793.7299999995,4054,2300282.77,2304744.74,567.5859937272727,569.3443001363637,77986.31,547.8840584999999,554.7798035909091,2020-06-01,7.459914766241105,7.546446273746024,9.166701914946353
66,202007,142979,76173782.88,142831,76311423.14,2026,1249686.62,2034,1120504.92,9170,4868249.91,4933362.32,3981,2275349.7600000002,2290499.25,569.3443001363636,603.005022,65112.409999999996,571.3919129545455,577.5498963181818,2020-07-01,7.614312146452,7.618251097876695,9.123801610558944
67,202008,142831,76311423.14,142716,76463631.41,1799,1120381.51,1799,978351.8099999999,8477,4465559.4399999995,4537253.53,3733,2158066.47,2160242.77,603.005022,605.2507227727273,71694.09,550.2090720454545,558.9365648636364,2020-08-01,7.495541943884256,7.495541943884256,9.045229851912582
68,202009,142716,76463631.41,142675,76723541.84,1929,1179257.68,1867,1019461.14,9289,4883868.28,5014097.8,3127,1749339.78,1771277.3599999999,605.2507227727273,608.2621853636364,130229.51999999999,513.9524243181818,528.3825466818181,2020-09-01,7.5652752818989315,7.532623618788788,9.136693831807884
69,202010,142675,76723541.84,142569,76938196.27,2062,1256027.23,2036,1125492.1199999999,10135,5340321.03,5510343.149999999,3387,1974082.43,1963194.5,608.2621853636364,609.5299558636364,170022.12,543.1127226363636,558.5121912272728,2020-10-01,7.631916513071252,7.619233416226805,9.223848722000975
70,202011,142569,76938196.27,142387,77118518.39,1927,1173749.11,1970,1086771.07,10209,5396241.33,5562626.68,3330,1951277.79,1953727.16,609.5299558636364,610.9473513636364,166385.35,571.9630367727273,593.1732361363637,2020-11-01,7.564238475170491,7.58629630715272,9.231122911158712
71,202012,142387,77118518.39,141966,77122875.37,1779,1104654.8499999999,2067,1166243.08,9364,4950213.41,5090110.11,2940,1743337.01,1736029.64,610.9473513636364,611.6113317272727,139896.7,563.0351955454545,580.044520409091,2020-12-01,7.484368643286131,7.63433723562832,9.144734614878189
72,202101,141966,77122875.37,141216,77012196.71000001,1428,855987.97,1984,1106435.78,14174,7419300.87,7668022.0600000005,3841,2165604.6,2163457.97,611.6113317272727,613.436859090909,248721.19,534.7068948636363,550.9653487727272,2021-01-01,7.264730177929867,7.59337419312129,9.559235128595953
73,202102,141216,77012196.71000001,140749,76993088.79,1335,833499.44,1703,943448.41,9607,5062364.69,5205272.22,2816,1617164.3,1616811.85,613.436859090909,614.5566264545455,142907.53,534.4646677727274,550.0586642272727,2021-02-01,7.197435354096591,7.440733707389261,9.170351363759819
74,202103,140749,76993088.79,140444,77053761.67999999,1781,1084211.94,1944,1073716.09,10172,5376846.15,5537662.25,3015,1756872.4,1729546.93,614.5566264545455,616.0004241818182,160816.1,576.7354105454546,592.8728373636363,2021-03-01,7.485491608030754,7.573017256052546,9.227492430793749
75,202104,140444,77053761.67999999,140373,77321224.37,1964,1213830.54,1933,1049871.43,9398,4936016.74,5088959.14,2915,1712674.79,1725739.05,616.0004241818182,617.2606125909091,152942.4,541.4049561363637,558.1583728636364,2021-04-01,7.583247524303362,7.56734567601324,9.148358579620302
76,202105,140373,77321224.37,140627,77757634.24,2119,1299970.7999999998,1748,964444.94,9592,5146923.25,5294590.06,3069,1841583.65,1856528.99,617.2606125909091,618.8118559090909,147666.81,556.0878959545454,571.4610764090909,2021-05-01,7.659171367666058,7.466799475018602,9.168788944817948
77,202106,140627,77757634.24,140750,78006083.41,2086,1270532.97,1839,1026441.75,10162,5604051.739999999,5671264.8,3252,1940881.0799999998,1949335.74,618.8118559090909,618.8750086363636,67213.06,606.4770887272728,608.6821880909091,2021-06-01,7.643482907077201,7.517520850603031,9.226508953137767
78,202107,140750,78006083.41,141115,78422377.12,2311,1459526.45,1836,1028882.08,10048,5553131.7299999995,5598890.33,3404,2035536.77,2037571.99,618.8750086363636,619.8639243181818,45758.6,611.1868351363636,617.0973871818182,2021-07-01,7.7458682297922685,7.515889085215125,9.21522840604896
79,202108,141115,78422377.12,141168,78600438.09,1851,1158814.7,1709,968009.28,9012,4937838.87,4955188.73,2874,1690228.77,1712383.59,619.8639243181818,620.4879176818182,17349.86,598.1709926818182,599.8063387727273,2021-08-01,7.524021415206125,7.444248649496705,9.10642325855641
80,202109,141168,78600438.09,141343,78856325.27,1959,1229655.08,1686,935437.66,9412,5214728.12,5239545.4,2799,1668899.51,1653664.53,620.4879176818182,621.8716757727273,24817.28,608.6894556818181,615.6730138636364,2021-09-01,7.580699752224563,7.430707082545968,9.14984699154722
81,202110,141343,78856325.27,141421,79048914.28,2044,1291001.72,1854,1063738.73,10371,5723734.94,5767691.390000001,3055,1836391.78,1821299.5,621.8716757727273,621.3153035,43956.45,590.0913067272727,597.1821200454546,2021-10-01,7.623153068476902,7.5256399750415355,9.246865146658555
82,202111,141421,79048914.28,141534,79279389.27000001,2158,1360175.79,1939,1101691.46,10332,5745365.91,5797612.76,3152,1905010.55,1886036.4200000002,621.3153035,623.7912049090909,52246.85,631.9192670909091,642.3922687272727,2021-11-01,7.677400430514807,7.570443252057374,9.243097936214355
83,202112,141534,79279389.27,141341,79378309.07000001,1845,1196145.71,1946,1103468.94,9370,5192275.34,5238998.26,2715,1656341.82,1662051.04,623.7912049090909,626.1837806363636,46722.92,609.8443172727273,615.9080709545455,2021-12-01,7.520776415062797,7.5740450053721995,9.145375093123823
84,202201,141341,79378309.07000001,141164,79520568.05,1980,1268521.75,2004,1152452.78,13268,7210480.51,7329003.17,3642,2157219.59,2146282.96,626.1837806363636,629.3118069090909,118522.66,613.141369,623.9693623181819,2022-01-01,7.591357046698551,7.60339933974067,9.493185766536437
85,202202,141164,79520568.05,141173,79690902.4,2001,1269262.76,1915,1112791.53,9248,5097451.98,5132206.91,2754,1623799.22,1639588.82,629.3118069090909,632.3319203181818,34754.93,641.1731513636364,652.101686,2022-02-01,7.601901959875166,7.557994958530806,9.13227071655426
86,202203,141173,79690902.4,141372,80016578.76,2157,1367046.9100000001,1885,1088379.99,10183,5609115.65,5675521.22,2988,1813853.48,1832448.5699999998,632.3319203181818,633.1712175,66405.57,628.3164145454546,634.8293191818182,2022-03-01,7.67693714581808,7.542213463193403,9.228573140237243
87,202204,141372,80016578.76,141659,80399142.17,2057,1330542.73,1671,955452.41,9627,5329547.82,5389877.0200000005,2929,1813875.3499999999,1819997.72,633.1712175,634.8862194545454,60329.2,603.1389323181819,608.1398538181819,2022-04-01,7.629489916393995,7.421775793644647,9.172430798902962
88,202205,141659,80399142.17,141819,80659173.17,1885,1205750.69,1621,957082.29,9963,5575514.2,5631700.23,2782,1683088.1,1691509.14,634.8862194545454,636.5610238181818,56186.03,609.5618966363637,615.2079909090909,2022-05-01,7.542213463193403,7.3914152346753585,9.20673387638207
89,202206,141819,80659173.17,142196,81047845.08,2142,1382638.97,1648,972317.4299999999,10402,5878301.58,5916768.85,3344,2053135.8199999998,2067045.79,636.5610238181818,636.8425166818182,38467.270000000004,632.7202093636364,635.4531086818182,2022-06-01,7.669961995473577,7.407924322559599,9.249849505070895
90,202207,142196,81047845.08,142473,81445812.53999999,2018,1342496.22,1641,945262.12,10680,6067469.8100000005,6118637.88,3288,2073538.75,2090104.4500000002,636.8425166818182,636.4365180454545,51168.07,627.0884046363636,629.7644861363636,2022-07-01,7.610357618312838,7.403670290012373,9.276221741089696
91,202208,142473,81445812.53999999,142505,81644859.66,1736,1126281.56,1606,936837.6100000001,9544,5374767.56,5427666.56,2774,1720652.9000000001,1725039.3599999999,636.4365180454546,635.4831760454546,52899.0,610.2456621363636,610.8360369545454,2022-08-01,7.459914766241105,7.382124365737512,9.163772736159848
92,202209,142505,81644859.66,142571,81834670.14,1884,1239319.82,1744,1066450.44,9741,5481440.279999999,5524828.92,3056,1851438.78,1859425.78,635.4831760454546,635.9983040909091,43388.64,618.8419930454546,626.1501804090909,2022-09-01,7.541683099882111,7.4645098346365275,9.184201714366488
93,202210,142571,81834670.14,142730,82084948.5,1923,1247801.88,1681,1015328.57,10693,6021651.11,6058009.34,3361,2082751.8499999999,2107489.54,635.9983040909091,638.8593297272727,36358.23,561.3437960909091,561.4841155454545,2022-10-01,7.562161631225652,7.427738840532894,9.277438115508676
94,202211,142730,82084948.5,143062,82414648.08,2147,1383285.58,1728,1064933.27,10777,6100590.4399999995,6127691.95,3578,2220356.15,2248145.3,638.8593297272727,639.0248295454545,27101.510000000002,640.676045,642.3779767272728,2022-11-01,7.672292455628756,7.455298485683291,9.285262298493443
95,202212,143062,82414648.08,143408,82794265.45,2137,1410804.35,1739,1056372.9,9614,5484939.16,5514135.640000001,3440,2127042.99,2149608.38,639.0248295454545,641.1757997727273,29196.480000000003,637.3693841818182,636.2102612272728,2022-12-01,7.6676260915849905,7.461640392208575,9.17107965802288
96,202301,143408,82794265.45,143831,83263407.01,2517,1659006.56,1941,1188213.06,13007,7255904.64,7321261.95,4239,2599376.8400000003,2616694.05,641.1757997727273,642.2118035,65357.31,614.0320661818182,618.4678445000001,2023-01-01,7.831220214604293,7.571473648851271,9.473319831787592
97,202302,143831,83263407.01,144194,83630462.22,2193,1428091.64,1741,1053150.6600000001,9496,5352568.67,5371010.06,3544,2177279.76,2201953.17,642.2118035,641.3757200909091,18441.39,634.6113219545455,627.6096852272727,2023-02-01,7.693481640835175,7.462789157412448,9.158731238242952
98,202303,144194,83630462.22,144798,84273346.73,2695,1845109.87,1986,1218617.71,10364,5840320.7,5879498.56,3985,2477990.31,2523214.26,641.3757200909091,643.3722381818181,39177.86,602.2625016363636,605.8909238636363,2023-03-01,7.899524472032198,7.594381242551817,9.24619002486988
99,202304,144798,84273346.73,145252,84964288.06,2207,1531574.05,1675,1030484.72,9766,5545498.6899999995,5753885.82,3777,2434774.81,2459615.69,643.3722381818181,645.7002104090909,208387.13,573.3176945909091,595.1426899545454,2023-04-01,7.699842407396986,7.424165281042028,9.186764635447478
100,202305,145258,84968965.71,145538,85520781.47,2176,1517656.2,1813,1123094.95,9872,5655944.55,5822532.92,3896,2509046.59,2551056.23,651.5223026956522,649.9262740434783,166588.37,570.5939999565218,589.7473278260869,2023-05-01,7.685703061234547,7.503289630675082,9.19755903761145
101,202306,145538,85520781.47,146041,86275868.84,2384,1679844.06,1780,1083408.81,10317,5980250.65,6174452.79,4413,2865793.4,2899736.84,649.9262740434783,652.8829559565218,194202.14,610.2471823478261,629.428206173913,2023-06-01,7.776954403322442,7.484930283289661,9.241645221804594
102,202307,146041,86275868.84,146374,86932046.35,2201,1542822.99,1764,1087010.24,10733,6241921.89,6443336.52,3880,2559737.76,2614976.58,652.8829559565218,654.0626519565218,201414.63,598.1193920869565,621.7706300434783,2023-07-01,7.697121317282625,7.475905969367397,9.281171552736774
103,202308,146374,86932046.35,146655,87519529.78,2177,1531280.67,1796,1111593.29,9366,5403491.03,5588732.05,3584,2350711.17,2394463.45,654.0626519565218,656.5871762173913,185241.02,565.9662274347826,583.2207239130435,2023-08-01,7.686162303492906,7.493873886783559,9.14494815320913
104,202309,146655,87519529.78,146971,88106895.25999999,2116,1473154.1500000001,1710,1079185.26,9863,5695769.98,5902447.640000001,3560,2295523.68,2342530.37,656.5871762173913,657.0032769565217,206677.66,611.8503692173913,636.1701346086957,2023-09-01,7.6577552711348655,7.444833273892193,9.19664704484418
105,202310,146971,88106895.26,147338,88729867.08,2242,1551860.8900000001,1768,1107409.6099999999,10706,6155792.71,6365811.800000001,4920,3201214.76,3245220.37,657.0032769565217,659.4056064782608,210019.09,634.5534385652173,654.706945,2023-10-01,7.715569534520208,7.478169694159785,9.27865301215827
106,202311,147338,88729867.08,147714,89452155.53,2425,1707426.02,1942,1187707.11,10818,6242644.500000001,6448783.739999999,4127,2722887.4699999997,2776143.76,659.4056064782608,662.1904597391305,206139.24,616.1126230434783,639.6517675652174,2023-11-01,7.793999089503996,7.57198844937744,9.289059126687574
107,202312,147714,89452155.53,148136,90131716.39,2274,1584619.79,1751,1094454.3,10012,5866915.26,6081279.45,3428,2342644.8200000003,2391005.7800000003,662.1904597391305,662.286320173913,214364.19,624.9954746956522,645.9124123913043,2023-12-01,7.729735331385051,7.468513271496337,9.211639527707803
108,202401,148136,90131716.39,148788,91095805.32000001,2788,1939979.82,1953,1228196.35,13351,7684344.5,7980642.1899999995,4283,2819456.87,2880458.92,662.286320173913,665.5019874347827,296297.69,601.9620697391304,623.1809030000001,2024-01-01,7.933438387627489,7.577633832602728,9.49942146534167
109,202402,148788,91095805.32,149574,92099463.26,2695,1913562.56,1774,1107878.14,9947,5762171.680000001,5969967.07,3360,2252311.61,2312925.96,665.5019874347827,668.0531174782609,207795.39,589.5069619130435,606.3805337826087,2024-02-01,7.899524472032198,7.4815557019095165,9.205126804923296
110,202403,149574,92099463.26,150620,93332504.96,2948,2131206.21,1807,1143303.04,11151,6571394.42,6788712.03,3418,2323272.66,2397981.9899999998,668.0531174782609,672.4226986521738,217317.61000000002,591.4218382173913,606.51988,2024-03-01,7.989221408815276,7.4999765409521215,9.319374133000306
111,202404,150620,93332504.96,150781,94151420.84,2165,1660333.94,1874,1205886.86,10185,6154062.819999999,6542625.46,2625,1910910.68,1961121.95,672.4226986521738,675.8265043043478,388562.64,590.4473343043479,627.9559993043478,2024-04-01,7.680637427560936,7.536363938404511,9.22876950744455
112,202405,150781,94151420.84,151167,95155051.34,2265,1711157.86,1774,1126700.91,10237,6261367.25,6663501.98,2563,1836666.79,1920903.22,675.8265043043478,680.083667,402134.73,611.9852953913044,649.716124173913,2024-05-01,7.725771441587952,7.4815557019095165,9.233861567017529
113,202406,151167,95155051.34,151646,96487963.97,2376,1849483.2,1772,1127187.54,10959,6770960.5,7341347.17,2501,1879373.93,2002655.8,680.083667,686.9738590000001,570386.67,661.1254582608696,720.7727749130435,2024-06-01,7.773594467360194,7.480428306074208,9.302007560502007
114,202407,151646,96487963.97,152090,97726604.38,2301,1827861.17,1755,1168138.47,10985,6816032.36,7366272.13,2143,1591899.28,1690805.46,686.9738590000001,693.7894359565217,550239.77,668.1576599565218,724.6410649565216,2024-07-01,7.741533589281828,7.470793774195062,9.304377013902565
115,202408,152090,97726604.38,152499,98782750.64,2216,1742403.71,1714,1150768.74,9893,6099873.54,6579499.19,1768,1316706.5,1370231.52,693.7894359565217,699.3646504782608,479625.65,668.3717001304349,730.555606,2024-08-01,7.7039102096163115,7.44716835960004,9.199683791787654
116,202409,152499,98782750.64,152895,99804300.2,2128,1634007.46,1613,1086826.92,10277,6344231.04,6844082.100000001,859,643698.94,706115.68,699.3646504782608,703.9342874347826,499851.06,681.2894552608695,736.9764369565218,2024-09-01,7.663407664893479,7.3864708488298945,9.237760967552175
117,202410,152895,99804300.2,153782,100646321.18,3825,2142958.62,2798,1892612.7,11685,7177281.28,7876375.75,153945,100863763.46000001,100828380.64,703.9342874347826,690.1483180434782,699094.47,701.5681315217391,762.7288091304348,2024-10-01,8.249575150000199,7.937017489515454,9.366146823114383
118,202411,153782,100646321.17999999,154107,101845793.56,2589,2007985.8199999998,2227,1536575.9000000001,11959,7368748.529999999,8090799.83,3789,2769791.73,2800433.0,690.1483180434782,695.749628347826,722051.3,664.8410084782608,733.3201430869566,2024-11-01,7.859413154693583,7.708859601047175,9.389323027504624
119,202412,154107,101845793.56,154499,103038411.99000001,2529,1974260.09,2137,1487980.7,10940,6832841.46,7485807.7700000005,3587,2623342.69,2678623.36,695.749628347826,701.8079859130435,652966.31,668.8656015652174,733.3907509565216,2024-12-01,7.835974581721566,7.6676260915849905,9.30027247947679
120,202501,154499,103038411.99000001,154723,104291046.37,2836,2196664.28,2611,1857138.5899999999,14523,8966167.2,9843564.97,4200,3106324.56,3145175.02,701.8079859130435,708.2646863043478,877397.77,649.0995403913043,710.1288291304347,2025-01-01,7.950502434808851,7.867871490396322,9.583557732534226
121,202502,154723,104291046.37,155047,105439144.73,2566,1998924.82,2240,1594242.6099999999,11385,7137576.82,7839889.1,3637,2702946.31,2745215.32,708.2646863043478,713.5993564782609,702312.28,634.7272182173913,696.8786988695653,2025-02-01,7.8504931808711405,7.714677473800927,9.340139809511028
122,202503,155047,105439144.72999999,155507,106771303.34,2835,2219107.08,2375,1686462.53,12729,8070414.62,8820009.24,3957,2967630.91,3016356.52,713.5993564782609,718.9463895652174,749594.62,618.9308246521739,678.6547929130435,2025-03-01,7.950149887652018,7.773173680482536,9.451716691551452
123,202504,155507,106771303.34,155196,107815890.53,2064,1811195.0999999999,2374,1790578.39,10986,7297033.39,8297096.48,5502,4268843.2299999995,4294819.74,718.9463895652174,725.7944072173914,1000063.0900000001,630.2097502173913,717.9016448260869,2025-04-01,7.632885505395133,7.772752716468742,9.30446803470088
124,202505,155196,107815890.53,154857,108888555.89,2043,1821431.19,2382,1764482.92,11143,7426537.91,8407941.85,5518,4270103.74,4311090.37,725.7944072173914,732.9830885217391,981403.9400000001,643.2294006086956,734.6818793478261,2025-05-01,7.622663951323595,7.776115477098742,9.318656515459642
125,202506,154857,108888555.89,154535,109917010.41,1988,1783212.35,2310,1775150.38,11842,8148411.89,9124968.379999999,5342,4203631.33,4252061.02,732.9830885217391,742.4257739565218,976556.49,729.2352674347826,819.2950177391305,2025-06-01,7.5953872788539725,7.745435610274381,9.379492254721495
126,202507,154535,109917010.41,154120,110857999.38,2083,1832737.08,2498,1880590.35,11660,8046804.43,8978728.38,5587,4459723.13,4518993.88,742.4257739565218,749.376388173913,931923.95,721.2285405652174,808.9657398695653,2025-07-01,7.642044402873258,7.823645930834952,9.364005219520333
127,202508,154120,110857999.38000001,153702,111583397.46,1896,1672381.58,2313,1781796.2,10609,7278909.07,8097033.63,3850,3149321.2,3168501.0300000003,749.376388173913,756.5276536086956,818124.56,723.715353826087,806.928184652174,2025-08-01,7.5480289699350145,7.746732907753622,9.26955223160803
128,202509,153702,111583397.46,153228,112298985.86999999,1746,1559770.6400000001,2220,1717816.31,10877,7426837.04,8268406.48,3495,2901901.57,2936396.7,756.5276536086956,761.4610536086956,841569.4400000001,704.6108875652174,791.9595506521739,2025-09-01,7.465655310134056,7.7057128238944275,9.294497679982905
129,202510,153228,112298985.87,152803,113098449.22,2187,1960233.4900000002,2611,2034600.58,11847,8168181.390000001,9020289.1,9024,6922414.22,6949760.52,761.4610536086957,768.218527652174,852107.7100000001,687.6792393913043,761.6858566521739,2025-10-01,7.690743163541872,7.867871490396322,9.379914355947635
130,202511,152803,113098449.22,152226,113820099.52000001,1845,1664687.14,2422,1864131.24,12220,8430084.45,9332000.34,3751,3071867.4499999997,3099203.1199999996,768.218527652174,777.7029613913044,901915.89,730.6100695652174,817.3887141304348,2025-11-01,7.520776415062797,7.792761720816526,9.410911062438
131,202512,152226,113820099.52,151614,114439057.21000001,1829,1667824.3,2441,1945275.03,11289,7911629.79,8803780.53,3708,2997352.3,3009509.28,777.7029613913044,784.960604,892150.74,736.3576461304348,833.3042276086956,2025-12-01,7.512071245835466,7.80057265467065,9.331672657143708
